Year;Month;Date;Station;number of hauls (benthic);number of hauls (pelagic);notes;;
2016;10;17.10.2016;Sylt-6;1;1;;;
2016;10;17.10.2016;Sylt-7;1;0;;;
2016;10;not sampled;Sylt-8;0;0;;;
2016;10;18.10.2016;Sylt-9;1;1;jellyfish;;
2016;11;17.11.2016;Sylt-1;1;1;jellyfish;;
2016;11;17.11.2016;Sylt-2;1;1;jellyfish;;
2016;11;17.11.2016;Sylt-3;1;0;;;
2016;11;17.11.2016;Sylt-4;1;1;;;
2016;11;17.11.2016;Sylt-5;1;0;jellyfish;;
2016;11;not sampled;Sylt-6;0;0;wind;;
2016;11;not sampled;Sylt-7;0;0;wind;;
2016;11;not sampled;Sylt-8;0;0;;;
2016;11;not sampled;Sylt-9;0;0;;;
2016;12;14.12.2016;Sylt-1;1;1;;;
2016;12;14.12.2016;Sylt-2;1;1;;;
2016;12;14.12.2016;Sylt-3;1;0;;;
2016;12;14.12.2016;Sylt-4;1;1;;;
2016;12;14.12.2016;Sylt-5;1;0;;;
2016;12;14.12.2016;Sylt-6;1;1;;;
2016;12;14.12.2016;Sylt-7;1;0;;;
2016;12;not sampled;Sylt-8;0;0;;;
2016;12;not sampled;Sylt-9;0;0;;;
2017;1;17.01.2017;Sylt-1;1;1;;;
2017;1;17.01.2017;Sylt-2;1;1;;;
2017;1;17.01.2017;Sylt-3;1;0;net broken;;
2017;1;17.01.2017;Sylt-4;1;1;;;
2017;1;18.01.2017;Sylt-5;1;0;;;
2017;1;18.01.2017;Sylt-6;1;1;;;
2017;1;18.01.2017;Sylt-7;1;0;;;
2017;1;not sampled;Sylt-8;0;0;;;
2017;1;not sampled;Sylt-9;0;0;;;
2017;2;not sampled;Sylt-1;0;0;;;
2017;2;not sampled;Sylt-2;0;0;;;
2017;2;not sampled;Sylt-3;0;0;;;
2017;2;not sampled;Sylt-4;0;0;;;
2017;2;not sampled;Sylt-5;0;0;;;
2017;2;not sampled;Sylt-6;0;0;;;
2017;2;not sampled;Sylt-7;0;0;;;
2017;2;not sampled;Sylt-8;0;0;;;
2017;2;not sampled;Sylt-9;0;0;;;
2017;3;13.03.2017;Sylt-1;1;1;;;
2017;3;13.03.2017;Sylt-2;1;1;net turned round;;
2017;3;15.03.2017;Sylt-3;1;0;;;
2017;3;13.03.2017;Sylt-4;1;1;;;
2017;3;13.03.2017;Sylt-5;1;0;;;
2017;3;15.03.2017;Sylt-6;1;1;;;
2017;3;14.03.2017;Sylt-7;1;0;net broken;;
2017;3;not sampled;Sylt-8;0;0;;;
2017;3;not sampled;Sylt-9;0;0;;;
2017;4;04.04.2017;Sylt-1;1;1;;;
2017;4;04.04.2017;Sylt-2;1;1;;;
2017;4;04.04.2017;Sylt-3;1;0;;;
2017;4;04.04.2017;Sylt-4;1;1;;;
2017;4;04.04.2017;Sylt-5;1;0;;;
2017;4;04.04.2017;Sylt-6;1;1;;;
2017;4;04.04.2017;Sylt-7;1;0; ;;
2017;4;not sampled;Sylt-8;0;0;;;
2017;4;not sampled;Sylt-9;0;0;;;
2017;5;09.05.2017;Sylt-1;1;1;;;
2017;5;09.05.2017;Sylt-2;1;1;;;
2017;5;09.05.2017;Sylt-3;1;0;;;
2017;5;08.05.2017;Sylt-4;1;1;;;
2017;5;08.05.2017;Sylt-5;1;0;;;
2017;5;08.05.2017;Sylt-6;1;1;;;
2017;5;08.05.2017;Sylt-7;1;0;;;
2017;5;09.05.2017;Sylt-8;1;1;;;
2017;5;09.05.2017;Sylt-9;1;1;jellyfish;;
2017;6;19.06.2017;Sylt-1;1;1;jellyfish;;
2017;6;19.06.2017;Sylt-2;1;1;;;
2017;6;12.06.2017;Sylt-3;1;0;;;
2017;6;19.06.2017;Sylt-4;1;0;;;
2017;6;20.06.2017;Sylt-5;1;0;;;
2017;6;20.06.2017;Sylt-6;1;1;jellyfish;;
2017;6;20.06.2017;Sylt-7;1;0;;;
2017;6;not sampled;Sylt-8;0;0;;;
2017;6;not sampled;Sylt-9;0;0;;;
2017;7;10.07.2017;Sylt-1;1;1;;;
2017;7;10.07.2017;Sylt-2;1;1;;;
2017;7;10.07.2017;Sylt-3;1;0;;;
2017;7;11.07.2017;Sylt-4;1;1;;;
2017;7;11.07.2017;Sylt-5;1;0;;;
2017;7;11.07.2017;Sylt-6;1;1;jellyfish;;
2017;7;11.07.2017;Sylt-7;1;0;;;
2017;7;10.07.2017;Sylt-8;1;1;;;
2017;7;11.07.2017;Sylt-9;1;1;;;
2017;8;not sampled;Sylt-1;0;0;;;
2017;8;not sampled;Sylt-2;0;0;;;
2017;8;not sampled;Sylt-3;0;0;;;
2017;8;29.08.2017;Sylt-4;0;0;;;
2017;8;not sampled;Sylt-5;0;0;;;
2017;8;not sampled;Sylt-6;0;0;;;
2017;8;not sampled;Sylt-7;0;0;;;
2017;8;not sampled;Sylt-8;0;0;;;
2017;8;not sampled;Sylt-9;0;0;;;
2017;9;06.09.2017;Sylt-1;1;1;;;
2017;9;06.09.2017;Sylt-2;1;1;;;
2017;9;06.09.2017;Sylt-3;1;0;;;
2017;9;07.09.2017;Sylt-4;1;1;;;
2017;9;06.09.2017;Sylt-5;1;0;;;
2017;9;07.09.2017;Sylt-6;1;1;jellyfish;;
2017;9;07.09.2017;Sylt-7;1;0;;;
2017;9;not sampled;Sylt-8;0;0;;;
2017;9;not sampled;Sylt-9;0;0;;;
2017;10;18.10.2017;Sylt-1;1;1;jellyfish, new station 10;;
2017;10;17.10.2017;Sylt-2;1;1;jellyfish, new station 10;;
2017;10;18.10.2017;Sylt-4;1;1;new station 10;;
2017;10;18.10.2017;Sylt-5;1;0;new station 10, net not completely closed;;
2017;10;18.10.2017;Sylt-7;1;0;new station 10;;
2017;10;not sampled;Sylt-8;0;0;new station 10;;
2017;10;18.10.2017;Sylt-9;1;1;new station 10;;
2017;10;18.10.2017;Sylt-10;1;1;new station 10;;
2017;11;not sampled;Sylt-1;0;0;;;
2017;11;not sampled;Sylt-2;0;0;;;
2017;11;not sampled;Sylt-4;0;0;;;
2017;11;not sampled;Sylt-5;0;0;;;
2017;11;not sampled;Sylt-7;0;0;;;
2017;11;not sampled;Sylt-8;0;0;;;
2017;11;not sampled;Sylt-9;0;0;;;
2017;11;not sampled;Sylt-10;0;0;;;
2017;12;not sampled;Sylt-1;0;0;;;
2017;12;not sampled;Sylt-2;0;0;;;
2017;12;not sampled;Sylt-4;0;0;;;
2017;12;not sampled;Sylt-5;0;0;;;
2017;12;not sampled;Sylt-7;0;0;;;
2017;12;not sampled;Sylt-8;0;0;;;
2017;12;not sampled;Sylt-9;0;0;;;
2017;12;not sampled;Sylt-10;0;0;;;
2018;1;18.01.2018;Sylt-1;1;1;;;
2018;1;18.01.2018;Sylt-2;1;1;;;
2018;1;18.01.2018;Sylt-4;1;1;;;
2018;1;18.01.2018;Sylt-5;1;0;;;
2018;1;18.01.2018;Sylt-7;1;0;;;
2018;1;not sampled;Sylt-8;0;0;;;
2018;1;not sampled;Sylt-9;0;0;;;
2018;1;18.01.2018;Sylt-10;1;1;;;
2018;2;13.02.2018;Sylt-1;1;1;;;
2018;2;13.02.2018;Sylt-2;1;1;;;
2018;2;13.02.2018;Sylt-4;1;1;;;
2018;2;13.02.2018;Sylt-5;1;0;;;
2018;2;13.02.2018;Sylt-7;1;0;;;
2018;2;not sampled;Sylt-8;0;0;;;
2018;2;16.02.2018;Sylt-9;1;1;;;
2018;2;16.02.2018;Sylt-10;1;1;;;
2018;3;21.03.2018;Sylt-1;1;1;;;
2018;3;21.03.2018;Sylt-2;1;1;;;
2018;3;21.03.2018;Sylt-4;1;1;;;
2018;3;21.03.2018;Sylt-5;1;0;;;
2018;3;21.03.2018;Sylt-7;1;0;;;
2018;3;not sampled;Sylt-8;0;0;;;
2018;3;not sampled;Sylt-9;0;0;;;
2018;3;21.03.2018;Sylt-10;1;1;;;
2018;4;18.04.2018;Sylt-1;1;1;;;
2018;4;18.04.2018;Sylt-2;1;1;;;
2018;4;19.04.2018;Sylt-4;1;1;;;
2018;4;19.04.2018;Sylt-5;1;0;;;
2018;4;19.04.2018;Sylt-7;1;0;;;
2018;4;18.04.2018;Sylt-8;1;1;;;
2018;4;18.04.2018;Sylt-9;1;1;;;
2018;4;18.04.2018;Sylt-10;1;1;;;
2018;5;17.05.2018;Sylt-1;1;1;;;
2018;5;17.05.2018;Sylt-2;1;1;;;
2018;5;17.05.2018;Sylt-4;1;1;;;
2018;5;17.05.2018;Sylt-5;1;0;;;
2018;5;17.05.2018;Sylt-7;1;0;;;
2018;5;not sampled;Sylt-8;0;0;;;
2018;5;not sampled;Sylt-9;0;0;;;
2018;5;23.05.2018;Sylt-10;1;1;;;
2018;6;26.06.2018;Sylt-1;1;1;jellyfish;;
2018;6;26.06.2018;Sylt-2;1;1;jellyfish;;
2018;6;27.06.2018;Sylt-4;1;1;jellyfish;;
2018;6;26.06.2018;Sylt-5;1;0;jellyfish;;
2018;6;27.06.2018;Sylt-7;1;0;jellyfish;;
2018;6;not sampled;Sylt-8;0;0;;;
2018;6;not sampled;Sylt-9;0;0;;;
2018;6;27.06.2018;Sylt-10;1;1;jellyfish;;
2018;7;18.07.2018;Sylt-1;1;1;jellyfish;;
2018;7;18.07.2018;Sylt-2;1;1;jellyfish;;
2018;7;18.07.2018;Sylt-4;1;1;jellyfish;;
2018;7;18.07.2018;Sylt-5;1;0;jellyfish;;
2018;7;19.07.2018;Sylt-7;1;0;;;
2018;7;not sampled;Sylt-8;0;0;;;
2018;7;not sampled;Sylt-9;0;0;;;
2018;7;19.07.2018;Sylt-10;1;1;jellyfish;;
2018;8;29.08.2018;Sylt-1;1;1;;;
2018;8;29.08.2018;Sylt-2;1;1;jellyfish;;
2018;8;29.08.2018;Sylt-4;1;1;;;
2018;8;29.08.2018;Sylt-5;1;0;jellyfish;;
2018;8;29.08.2018;Sylt-7;1;0;;;
2018;8;29.08.2018;Sylt-8;1;1;jellyfish;;
2018;8;29.08.2018;Sylt-9;1;1;jellyfish;;
2018;8;29.08.2018;Sylt-10;1;1;jellyfish;;
2018;9;27.09.2018;Sylt-1;1;1;;;
2018;9;27.09.2018;Sylt-2;1;1;jellyfish;;
2018;9;27.09.2018;Sylt-4;1;1;;;
2018;9;27.09.2018;Sylt-5;1;0;jellyfish;;
2018;9;27.09.2018;Sylt-7;1;0;;;
2018;9;not sampled;Sylt-8;0;0;;;
2018;9;not sampled;Sylt-9;0;0;;;
2018;9;27.09.2018;Sylt-10;1;0;no pelagic sampling shallow waters;;
2018;10;not sampled;Sylt-1;0;0;wind;;
2018;10;not sampled;Sylt-2;0;0;wind;;
2018;10;not sampled;Sylt-4;0;0;wind;;
2018;10;not sampled;Sylt-5;0;0;wind;;
2018;10;not sampled;Sylt-7;0;0;wind;;
2018;10;not sampled;Sylt-8;0;0;wind;;
2018;10;not sampled;Sylt-9;0;0;wind;;
2018;10;not sampled;Sylt-10;0;0;wind;;
2018;11;not sampled;Sylt-1;0;0;wind;;
2018;11;not sampled;Sylt-2;0;0;wind;;
2018;11;not sampled;Sylt-4;0;0;wind;;
2018;11;not sampled;Sylt-5;0;0;wind;;
2018;11;not sampled;Sylt-7;0;0;wind;;
2018;11;not sampled;Sylt-8;0;0;wind;;
2018;11;not sampled;Sylt-9;0;0;wind;;
2018;11;not sampled;Sylt-10;0;0;wind;;
2018;12;03.12.2018;Sylt-1;1;1;;;
2018;12;03.12.2018;Sylt-2;1;1;jellyfish;;
2018;12;03.12.2018;Sylt-4;1;1;jellyfish;;
2018;12;06.12.2018;Sylt-5;1;0;;;
2018;12;06.12.2018;Sylt-7;1;0;;;
2018;12;not sampled;Sylt-8;0;0;;;
2018;12;not sampled;Sylt-9;0;0;;;
2018;12;03.12.2018;Sylt-10;1;1;jellyfish;;
2019;1;10.01.2019;Sylt-1;1;1;;;
2019;1;10.01.2019;Sylt-2;1;1;;;
2019;1;10.01.2019;Sylt-4;1;1;;;
2019;1;10.01.2019;Sylt-5;1;0;;;
2019;1;10.01.2019;Sylt-7;1;0;;;
2019;1;not sampled;Sylt-8;0;0;;;
2019;1;not sampled;Sylt-9;0;0;;;
2019;1;10.01.2019;Sylt-10;1;1;;;
2019;2;not sampled;Sylt-1;0;0;;;
2019;2;not sampled;Sylt-2;0;0;;;
2019;2;not sampled;Sylt-4;0;0;;;
2019;2;not sampled;Sylt-5;0;0;;;
2019;2;not sampled;Sylt-7;0;0;;;
2019;2;27.02.2019;Sylt-8;1;1;;;
2019;2;not sampled;Sylt-9;0;0;;;
2019;2;not sampled;Sylt-10;1;1;;;
2019;3;27.03.2019;Sylt-1;1;1;;;
2019;3;27.03.2019;Sylt-2;1;1;;;
2019;3;27.03.2019;Sylt-4;1;1;;;
2019;3;27.03.2019;Sylt-5;1;0;;;
2019;3;27.03.2019;Sylt-7;1;0;;;
2019;3;not sampled;Sylt-8;0;0;;;
2019;3;27.03.2019;Sylt-9;1;1;;;
2019;3;27.03.2019;Sylt-10;1;1;;;
2019;4;10.04.2019;Sylt-1;1;1;;;
2019;4;10.04.2019;Sylt-2;1;1;;;
2019;4;11.04.2019;Sylt-4;1;1;;;
2019;4;11.04.2019;Sylt-5;1;0;;;
2019;4;11.04.2019;Sylt-7;1;0;;;
2019;4;not sampled;Sylt-8;0;0;;;
2019;4;not sampled;Sylt-9;0;0;;;
2019;4;10.04.2019;Sylt-10;1;0;no pelagic sampling shallow waters;;
2019;5;08.05.2019;Sylt-1;1;1;;;
2019;5;08.05.2019;Sylt-2;1;1;;;
2019;5;08.05.2019;Sylt-4;1;1;;;
2019;5;08.05.2019;Sylt-5;1;0;;;
2019;5;08.05.2019;Sylt-7;1;0;;;
2019;5;not sampled;Sylt-8;0;0;;;
2019;5;not sampled;Sylt-9;0;0;;;
2019;5;09.05.2019;Sylt-10;1;1;jellyfish;;
2019;6;not sampled;Sylt-1;0;0;shipyard;;
2019;6;not sampled;Sylt-2;0;0;shipyard;;
2019;6;not sampled;Sylt-4;0;0;shipyard;;
2019;6;not sampled;Sylt-5;0;0;shipyard;;
2019;6;not sampled;Sylt-7;0;0;shipyard;;
2019;6;not sampled;Sylt-8;0;0;shipyard;;
2019;6;not sampled;Sylt-9;0;0;shipyard;;
2019;6;not sampled;Sylt-10;0;0;shipyard;;
2019;7;25.07.2019;Sylt-1;1;1;jellyfish;;
2019;7;25.07.2019;Sylt-2;1;1;jellyfish;;
2019;7;25.07.2019;Sylt-4;1;1;jellyfish;;
2019;7;25.07.2019;Sylt-5;1;0;jellyfish;;
2019;7;not sampled;Sylt-7;0;0;;;
2019;7;not sampled;Sylt-8;0;0;;;
2019;7;not sampled;Sylt-9;0;0;;;
2019;7;25.07.2019;Sylt-10;1;1;jellyfish;;
2019;8;21.08.2019;Sylt-1;1;1;jellyfish;;
2019;8;21.08.2019;Sylt-2;1;1;jellyfish;;
2019;8;21.08.2019;Sylt-4;1;1;jellyfish;;
2019;8;21.08.2019;Sylt-5;1;0;jellyfish;;
2019;8;22.08.2019;Sylt-7;1;0;;;
2019;8;21.08.2019;Sylt-8;1;1;jellyfish;;
2019;8;22.08.2019;Sylt-9;1;1;jellyfish;;
2019;8;22.08.2019;Sylt-10;1;1;jellyfish;;
2019;9;11.09.2019;Sylt-1;1;1;jellyfish;;
2019;9;11.09.2019;Sylt-2;1;1;jellyfish;;
2019;9;12.09.2019;Sylt-4;1;1;jellyfish;;
2019;9;12.09.2019;Sylt-5;1;0;jellyfish;;
2019;9;12.09.2019;Sylt-7;1;0;jellyfish;;
2019;9;not sampled;Sylt-8;0;0;;;
2019;9;not sampled;Sylt-9;0;0;;;
2019;9;12.09.2019;Sylt-10;1;0;jellyfish, no pelagic sampling shallow waters;;
2019;10;30.10.2019;Sylt-1;1;1;jellyfish;;
2019;10;30.10.2019;Sylt-2;1;1;jellyfish;;
2019;10;30.10.2019;Sylt-4;1;1;;;
2019;10;30.10.2019;Sylt-5;1;0;;;
2019;10;30.10.2019;Sylt-7;1;0;;;
2019;10;not sampled;Sylt-8;0;0;;;
2019;10;not sampled;Sylt-9;0;0;;;
2019;10;30.10.2019;Sylt-10;1;0;no pelagic sampling shallow waters;;
2019;11;20.11.2019;Sylt-1;1;1;jellyfish;;
2019;11;20.11.2019;Sylt-2;1;1;;;
2019;11;20.11.2019;Sylt-4;1;1;;;
2019;11;20.11.2019;Sylt-5;1;0;;;
2019;11;20.11.2019;Sylt-7;1;0;;;
2019;11;not sampled;Sylt-8;0;0;;;
2019;11;not sampled;Sylt-9;0;0;;;
2019;11;20.11.2019;Sylt-10;1;1;;;
2019;12;not sampled;Sylt-1;0;0;;;
2019;12;not sampled;Sylt-2;0;0;;;
2019;12;not sampled;Sylt-4;0;0;;;
2019;12;not sampled;Sylt-5;0;0;;;
2019;12;not sampled;Sylt-7;0;0;;;
2019;12;not sampled;Sylt-8;0;0;;;
2019;12;not sampled;Sylt-9;0;0;;;
2019;12;not sampled;Sylt-10;0;0;;;
2020;1;22.01.2020;Sylt-1;1;1;;;
2020;1;22.01.2020;Sylt-2;1;1;;;
2020;1;22.01.2020;Sylt-4;1;1;;;
2020;1;22.01.2020;Sylt-5;1;0;;;
2020;1;22.01.2020;Sylt-7;1;0;;;
2020;1;not sampled;Sylt-8;0;0;;;
2020;1;not sampled;Sylt-9;0;0;;;
2020;1;22.01.2020;Sylt-10;1;1;;;
2020;2;19.02.2020;Sylt-1;1;1;;;
2020;2;19.02.2020;Sylt-2;1;1;;;
2020;2;19.02.2020;Sylt-4;1;1;;;
2020;2;19.02.2020;Sylt-5;1;0;;;
2020;2;19.02.2020;Sylt-7;1;0;;;
2020;2;not sampled;Sylt-8;0;0;;;
2020;2;not sampled;Sylt-9;0;0;;;
2020;2;19.02.2020;Sylt-10;1;1;;;
2020;3;25.03.2020;Sylt-1;1;1;;;
2020;3;25.03.2020;Sylt-2;1;1;;;
2020;3;25.03.2020;Sylt-4;1;1;;;
2020;3;25.03.2020;Sylt-5;1;0;mud;;
2020;3;25.03.2020;Sylt-7;1;0;;;
2020;3;not sampled;Sylt-8;0;0;Corona border closing;;
2020;3;not sampled;Sylt-9;0;0;Corona border closing;;
2020;3;not sampled;Sylt-10;0;0;Corona border closing;;
2020;4;23.04.2020;Sylt-1;1;1;jellyfish;;
2020;4;22.04.2020;Sylt-2;1;1;jellyfish;;
2020;4;22.04.2020;Sylt-4;1;1;jellyfish;;
2020;4;22.04.2020;Sylt-5;1;0;jellyfish;;
2020;4;22.04.2020;Sylt-7;1;0;;;
2020;4;23.04.2020;Sylt-8;1;1;jellyfish, stones;;
2020;4;22.04.2020;Sylt-9;1;1;jellyfish;;
2020;4;not sampled;Sylt-10;0;0;Corona border closing;;
2020;5;27.05.2020;Sylt-1;1;1;jellyfish;;
2020;5;27.05.2020;Sylt-2;1;1;jellyfish;;
2020;5;27.05.2020;Sylt-4;1;1;jellyfish, algae;;
2020;5;27.05.2020;Sylt-5;1;0;;;
2020;5;27.05.2020;Sylt-7;1;0;jellyfish, algae;;
2020;5;not sampled;Sylt-8;0;0;;;
2020;5;not sampled;Sylt-9;0;0;;;
2020;5;not sampled;Sylt-10;0;0;Corona border closing;;
2020;6;not sampled;Sylt-1;0;0;shipyard;;
2020;6;not sampled;Sylt-2;0;0;shipyard;;
2020;6;not sampled;Sylt-4;0;0;shipyard;;
2020;6;not sampled;Sylt-5;0;0;shipyard;;
2020;6;not sampled;Sylt-7;0;0;shipyard;;
2020;6;not sampled;Sylt-8;0;0;shipyard;;
2020;6;not sampled;Sylt-9;0;0;shipyard;;
2020;6;not sampled;Sylt-10;0;0;shipyard;;
2020;7;22.07.2020;Sylt-1;1;1;jellyfish;;
2020;7;22.07.2020;Sylt-2;1;1;jellyfish;;
2020;7;22.07.2020;Sylt-4;1;1;jellyfish, pelagic sampling next day;;
2020;7;22.07.2020;Sylt-5;1;0;jellyfish;;
2020;7;22.07.2020;Sylt-7;1;0;jellyfish;;
2020;7;22.07.2020;Sylt-8;1;1;jellyfish;;
2020;7;23.07.2020;Sylt-9;1;1;jellyfish;;
2020;7;23.07.2020;Sylt-10;1;1;jellyfish;;
2020;8;19.08.2020;Sylt-1;1;1;jellyfish;;
2020;8;19.08.2020;Sylt-2;1;1;jellyfish, algae;;
2020;8;19.08.2020;Sylt-4;1;1;jellyfish, algae;;
2020;8;19.08.2020;Sylt-5;1;0;jellyfish;;
2020;8;19.08.2020;Sylt-7;1;0;jellyfish;;
2020;8;not sampled;Sylt-8;0;0;;;
2020;8;not sampled;Sylt-9;0;0;;;
2020;8;19.08.2020;Sylt-10;1;1;jellyfish;;
2020;9;;Sylt-1;;;;;
2020;9;;Sylt-2;;;;;
2020;9;;Sylt-4;;;;;
2020;9;;Sylt-5;;;;;
2020;9;;Sylt-7;;;;;
2020;9;;Sylt-8;;;;;
2020;9;;Sylt-9;;;;;
2020;9;;Sylt-10;;;;;
2020;10;;Sylt-1;;;;;
2020;10;;Sylt-2;;;;;
2020;10;;Sylt-4;;;;;
2020;10;;Sylt-5;;;;;
2020;10;;Sylt-7;;;;;
2020;10;;Sylt-8;;;;;
2020;10;;Sylt-9;;;;;
2020;10;;Sylt-10;;;;;
2020;11;;Sylt-1;;;;;
2020;11;;Sylt-2;;;;;
2020;11;;Sylt-4;;;;;
2020;11;;Sylt-5;;;;;
2020;11;;Sylt-7;;;;;
2020;11;;Sylt-8;;;;;
2020;11;;Sylt-9;;;;;
2020;11;;Sylt-10;;;;;
2020;12;;Sylt-1;;;;;
2020;12;;Sylt-2;;;;;
2020;12;;Sylt-4;;;;;
2020;12;;Sylt-5;;;;;
2020;12;;Sylt-7;;;;;
2020;12;;Sylt-8;;;;;
2020;12;;Sylt-9;;;;;
2020;12;;Sylt-10;;;;;
